0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,1457.7777777777778,,,,,,,,,,,,,,,,,,,,,,
198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,198.8988988988989,1334.8148148148148,,,,,,,
166.66666666666669,166.66666666666669,1476.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,
215.91591591591592,215.91591591591592,215.91591591591592,215.91591591591592,215.91591591591592,215.91591591591592,215.91591591591592,1023.7037037037037,,,,,,,,,,,,,,,,,,,,,
167.26726726726727,1409.6296296296296,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.94994994994997,249.94994994994997,249.94994994994997,249.94994994994997,778.5185185185185,,,,,,,,,,,,,,,,,,,,,,,,
244.74474474474476,244.74474474474476,244.74474474474476,244.74474474474476,244.74474474474476,244.74474474474476,244.74474474474476,1287.4074074074074,,,,,,,,,,,,,,,,,,,,,
264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,264.56456456456453,1077.7777777777778,,,
290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,290.59059059059064,1363.7037037037037,,,,,,,,,,,,,,,,,,
174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,174.27427427427426,1177.037037037037,,,,,,,,,,,,
195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,195.6956956956957,1111.111111111111,,,,,,,
239.13913913913916,239.13913913913916,239.13913913913916,1462.2222222222222,,,,,,,,,,,,,,,,,,,,,,,,,
108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,108.4084084084084,1016.2962962962963,,,,,,,,,,,,,,,,,,
130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,130.43043043043042,1415.5555555555557,,,,,,,,,
246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,246.74674674674677,1048.888888888889,,,,
277.5775775775776,277.5775775775776,277.5775775775776,277.5775775775776,277.5775775775776,277.5775775775776,277.5775775775776,277.5775775775776,1345.1851851851852,,,,,,,,,,,,,,,,,,,,
208.5085085085085,208.5085085085085,208.5085085085085,919.2592592592592,,,,,,,,,,,,,,,,,,,,,,,,,
292.39239239239237,292.39239239239237,292.39239239239237,292.39239239239237,292.39239239239237,292.39239239239237,1057.7777777777778,,,,,,,,,,,,,,,,,,,,,,
292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,292.5925925925926,789.6296296296297,,,,,,,
104.8048048048048,104.8048048048048,104.8048048048048,865.9259259259259,,,,,,,,,,,,,,,,,,,,,,,,,
189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,189.0890890890891,946.6666666666666,,,,,,,,,,
227.12712712712715,227.12712712712715,227.12712712712715,227.12712712712715,227.12712712712715,227.12712712712715,227.12712712712715,227.12712712712715,227.12712712712715,1334.8148148148148,,,,,,,,,,,,,,,,,,,
290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,290.1901901901902,1166.6666666666665,,,
114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,114.21421421421421,1018.5185185185185,,,,,,,,,,,,,,,
273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,273.973973973974,825.1851851851852,,,,,,,,,,
108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,108.2082082082082,1033.3333333333333,,
240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,240.54054054054055,865.1851851851852,,,,,,,,,,,,,,,,
256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,256.3563563563564,1414.074074074074,
238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,238.73873873873876,1437.7777777777778,,,,,,
201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,201.9019019019019,1312.5925925925926,,,,,,,,,,,,,
222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,222.92292292292294,900.0
254.75475475475477,254.75475475475477,254.75475475475477,1341.4814814814813,,,,,,,,,,,,,,,,,,,,,,,,,
228.72872872872873,228.72872872872873,228.72872872872873,228.72872872872873,228.72872872872873,228.72872872872873,228.72872872872873,1046.6666666666665,,,,,,,,,,,,,,,,,,,,,
251.55155155155157,251.55155155155157,251.55155155155157,251.55155155155157,251.55155155155157,251.55155155155157,251.55155155155157,251.55155155155157,1380.7407407407409,,,,,,,,,,,,,,,,,,,,
266.16616616616614,266.16616616616614,266.16616616616614,266.16616616616614,266.16616616616614,266.16616616616614,266.16616616616614,266.16616616616614,1196.2962962962963,,,,,,,,,,,,,,,,,,,,
114.61461461461461,114.61461461461461,114.61461461461461,1013.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
203.30330330330332,203.30330330330332,203.30330330330332,203.30330330330332,203.30330330330332,203.30330330330332,203.30330330330332,203.30330330330332,203.30330330330332,765.1851851851852,,,,,,,,,,,,,,,,,,,
278.1781781781782,278.1781781781782,278.1781781781782,993.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
100.4004004004004,100.4004004004004,100.4004004004004,100.4004004004004,100.4004004004004,100.4004004004004,100.4004004004004,1193.3333333333333,,,,,,,,,,,,,,,,,,,,,
291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,291.7917917917918,1247.4074074074074,,,,,,,,,,,,
234.33433433433433,234.33433433433433,234.33433433433433,234.33433433433433,234.33433433433433,234.33433433433433,1139.2592592592591,,,,,,,,,,,,,,,,,,,,,,
158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,158.25825825825825,962.9629629629629,,
168.06806806806807,1380.7407407407409,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,102.002002002002,982.9629629629629,,,,,,,,,,
294.5945945945946,787.4074074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,179.4794794794795,1323.7037037037037,,,,,,,,,,
176.67667667667666,1061.4814814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,137.23723723723725,1174.8148148148148,,,,,,,,,,,,,,,,
284.38438438438436,284.38438438438436,284.38438438438436,284.38438438438436,284.38438438438436,939.2592592592592,,,,,,,,,,,,,,,,,,,,,,,
296.7967967967968,296.7967967967968,296.7967967967968,1066.6666666666665,,,,,,,,,,,,,,,,,,,,,,,,,
170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,170.47047047047047,874.8148148148148,,,,,,,,,,,,
261.5615615615616,261.5615615615616,261.5615615615616,261.5615615615616,261.5615615615616,261.5615615615616,261.5615615615616,261.5615615615616,1132.5925925925926,,,,,,,,,,,,,,,,,,,,
179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,179.67967967967968,1280.0,,,
108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,108.008008008008,1365.9259259259259,,,,,,,,,,,,,,,,,
264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,264.16416416416416,882.9629629629629,
216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,216.91691691691693,774.074074074074,,,,
239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,239.93993993993996,1258.5185185185185,,,,,,,,,,,,,,,
217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,217.51751751751752,1490.3703703703704,,,
159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,159.65965965965967,1138.5185185185185
189.68968968968971,189.68968968968971,189.68968968968971,189.68968968968971,1128.888888888889,,,,,,,,,,,,,,,,,,,,,,,,
270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,270.970970970971,1031.8518518518517,,,,,,,,,,,,,,,,,
271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,271.57157157157155,1031.111111111111,,,,,,,,,,,,,,,,,,
161.26126126126127,161.26126126126127,161.26126126126127,161.26126126126127,161.26126126126127,161.26126126126127,161.26126126126127,161.26126126126127,880.7407407407408,,,,,,,,,,,,,,,,,,,,
155.05505505505505,155.05505505505505,155.05505505505505,155.05505505505505,155.05505505505505,155.05505505505505,155.05505505505505,1431.111111111111,,,,,,,,,,,,,,,,,,,,,
172.2722722722723,172.2722722722723,172.2722722722723,172.2722722722723,172.2722722722723,172.2722722722723,172.2722722722723,172.2722722722723,172.2722722722723,891.8518518518518,,,,,,,,,,,,,,,,,,,
204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,204.5045045045045,973.3333333333333,,,,,,,
148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,148.84884884884886,804.4444444444445,,,,,,
273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,273.5735735735736,1108.1481481481483
120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,120.62062062062063,875.5555555555555,,,,,,,,,,,,,,
273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,273.17317317317315,1404.4444444444443,,,
245.74574574574575,245.74574574574575,245.74574574574575,245.74574574574575,245.74574574574575,1477.7777777777778,,,,,,,,,,,,,,,,,,,,,,,
226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,226.52652652652654,1314.074074074074,,,,,,,,,,,,,
289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,289.7897897897898,1211.111111111111,,,,,,,,,,,
114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,114.61461461461461,1016.2962962962963,,,,,,,,,,,
148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,1459.2592592592591,,,,,,,,,
223.52352352352352,1188.1481481481483,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,1188.1481481481483,,,,,,,,,
166.66666666666669,166.66666666666669,166.66666666666669,166.66666666666669,166.66666666666669,166.66666666666669,1369.6296296296296,,,,,,,,,,,,,,,,,,,,,,
102.2022022022022,102.2022022022022,102.2022022022022,102.2022022022022,102.2022022022022,102.2022022022022,840.7407407407408,,,,,,,,,,,,,,,,,,,,,,
226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,226.32632632632635,1012.5925925925926,,,,,,,,,,,
187.4874874874875,187.4874874874875,770.3703703703703,,,,,,,,,,,,,,,,,,,,,,,,,,
299.5995995995996,299.5995995995996,299.5995995995996,299.5995995995996,1298.5185185185185,,,,,,,,,,,,,,,,,,,,,,,,
148.24824824824825,148.24824824824825,148.24824824824825,148.24824824824825,872.5925925925926,,,,,,,,,,,,,,,,,,,,,,,,
135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,135.03503503503504,1411.111111111111,,,,,,,
105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,105.6056056056056,1497.037037037037,,,,,,,,,,,,,,
158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,158.65865865865865,1022.2222222222222,,,,,,,,,
242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,242.54254254254255,1361.4814814814813,,,,,,,,,,,,,,,,,,,,,,
270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,270.3703703703704,808.1481481481482,,,,,,,,
282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,282.3823823823824,936.2962962962963,,,,,,,,,,,,,,
